Id,age,education,device,day,month,time_spent,banner_views,banner_views_old,days_elapsed_old,X1,X2,X3,X4,marital_divorced,marital_married,marital_single,outcome_old_failure,outcome_old_na,outcome_old_other,outcome_old_success,job_entrepreneur,job_freelance,job_housekeeper,job_industrial_worker,job_manager,job_retired,job_salesman,job_student,job_teacher,job_technology,job_unemployed,<label>
1829,26,1,0,12,5,8.55,2,0,-1,0,0,1,0.073674941,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2930,33,2,0,28,5,12.9,1,0,-1,0,0,1,0.071868248,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1990,31,1,1,12,5,11.1,3,0,-1,0,0,1,0.068490912,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4516,32,2,0,30,6,15.45,2,0,-1,0,0,0,0.109763405,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3743,41,2,0,22,7,91.15,2,0,-1,0,0,0,0.074119805,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6586,32,1,0,12,8,32.9,2,1,463,0,0,1,0.077197538,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
5821,49,1,0,6,5,4.1,2,0,-1,0,0,0,0.072939553,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3195,34,1,0,3,2,7,2,0,-1,1,0,0,0.077914768,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
821,35,2,0,7,5,10.8,2,4,88,0,0,0,0.073366259,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
314,35,1,0,20,5,1.85,3,0,-1,0,0,1,0.074528353,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1018,32,2,0,5,2,27,4,0,-1,0,0,0,0.07280337,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6382,38,2,0,29,5,67.65,2,0,-1,0,0,1,0.115401376,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4158,32,1,0,23,2,21.1,1,0,-1,1,0,0,0.07574492,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8833,35,1,0,23,5,1.6,3,0,-1,0,0,1,0.093121856,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4104,52,1,0,29,10,20.65,3,0,-1,0,0,0,0.093049226,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6433,49,2,0,15,5,6.8,4,0,-1,0,0,1,0.107666189,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4250,25,2,0,16,4,51.2,1,0,-1,1,0,1,0.072830607,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
489,58,1,0,10,7,1.9,2,0,-1,1,0,0,0.076788989,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7275,44,1,0,30,4,9.1,2,0,-1,0,0,0,0.078523051,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2129,48,1,0,6,6,14.85,1,0,-1,0,0,0,0.077751348,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6198,45,1,0,18,5,30.4,1,2,355,1,0,1,0.069562217,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4100,45,0,0,18,8,1.2,14,0,-1,0,0,0,0.074482959,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7775,46,1,0,22,5,5.25,3,1,379,0,0,1,0.085341274,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7953,42,2,0,25,8,0.25,19,0,-1,0,0,0,0.08537759,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6211,52,1,0,31,7,10.1,4,0,-1,0,0,1,0.078868048,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4004,29,2,0,3,12,13.2,1,1,230,0,0,0,0.072975868,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1421,58,1,0,28,1,4.95,1,0,-1,0,0,0,0.074419407,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6592,25,1,0,23,7,37.2,1,0,-1,0,0,1,0.093031068,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
384,59,0,0,5,6,4.2,1,0,-1,0,0,0,0.0773428,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8917,45,1,0,14,7,7.2,4,0,-1,1,0,1,0.074110726,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1139,52,2,0,16,7,18.35,1,3,228,0,0,0,0.095554991,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
301,54,0,0,17,4,4.45,2,0,-1,0,0,1,0.078523051,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1797,35,2,0,20,4,0.45,7,0,-1,0,0,1,0.075790315,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023,31,1,0,9,5,26.4,1,0,-1,0,0,1,0.07559058,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1370,28,1,0,28,5,24.85,1,0,-1,0,0,1,0.075454397,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8245,28,1,0,15,5,23.75,1,1,88,0,0,1,0.079185808,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
4144,38,1,0,28,1,3.2,1,2,239,0,0,0,0.073411654,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3229,30,2,0,12,8,28.4,4,0,-1,0,0,0,0.073411654,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7250,31,1,0,22,6,5.25,1,0,-1,0,0,0,0.078795417,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
911,44,1,0,28,7,22.65,2,0,-1,0,0,1,0.07280337,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8763,34,1,0,13,4,8.8,1,2,327,0,0,1,0.08641258,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3969,63,1,0,2,9,11.15,2,0,-1,0,0,0,0.115946108,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7681,34,0,0,23,5,9.1,1,0,-1,0,0,1,0.095409729,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3323,29,1,0,16,7,48.9,1,0,-1,0,0,1,0.098859695,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8215,30,1,0,18,5,0.3,6,1,368,0,0,1,0.073956385,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6156,26,1,0,12,2,10.4,1,0,-1,0,0,0,0.078541209,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6396,35,2,0,5,6,2.15,1,0,-1,0,0,1,0.089145316,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7442,59,2,0,10,8,12.1,1,2,185,0,0,0,0.10407096,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5450,51,0,0,6,8,73.05,7,0,-1,0,0,0,0.137245111,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
584,32,2,0,19,5,43.8,3,0,-1,1,0,1,0.075635974,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3220,49,1,0,9,7,30.75,1,0,-1,1,0,0,0.07280337,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4415,37,1,0,18,5,44.45,3,0,-1,0,0,1,0.077025039,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3496,50,1,0,30,1,5.15,1,0,-1,0,0,1,0.079312912,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1024,47,1,0,15,5,11.3,4,7,262,0,0,1,0.07439217,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8615,30,2,0,28,5,13.9,3,0,-1,0,0,1,0.120812376,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
526,36,1,0,7,7,13.45,11,0,-1,0,0,1,0.070007082,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5432,40,0,0,19,6,6.65,1,0,-1,0,0,0,0.092159497,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1982,70,1,1,14,5,16.4,3,2,185,0,0,0,0.083371162,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3624,44,1,0,16,5,7.45,1,0,-1,1,0,1,0.07280337,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
938,31,2,0,4,2,9.15,2,0,-1,0,0,0,0.074328618,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3526,62,1,0,13,10,44.3,1,2,57,0,0,0,0.086376264,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
812,22,1,0,8,7,7.15,1,0,-1,0,0,0,0.074482959,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5650,26,2,0,18,9,44,5,0,-1,0,0,0,0.087747172,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3398,22,1,0,21,8,5.3,1,0,-1,0,0,0,0.074110726,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2121,58,1,0,26,5,53.4,1,7,97,0,0,0,0.103662412,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2599,32,0,0,8,5,26.55,3,0,-1,0,0,1,0.078350553,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8379,31,0,0,20,11,45.05,4,0,-1,1,0,0,0.070878652,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8027,27,1,0,6,5,41.35,1,0,-1,0,0,1,0.07280337,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1193,86,0,1,26,8,8.95,1,0,-1,0,0,0,0.07280337,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5417,44,1,0,12,5,9.15,1,0,-1,0,0,0,0.078414105,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7718,30,2,0,20,5,6.15,1,0,-1,0,0,1,0.101038621,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7341,29,2,0,17,7,65.45,5,0,-1,0,0,1,0.073266392,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5907,37,1,0,9,2,8.55,9,0,-1,0,0,1,0.081192236,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5464,30,2,0,20,11,11.5,2,0,-1,0,0,0,0.085259565,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3790,31,2,0,7,9,11.05,1,3,94,0,0,0,0.081192236,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
7070,43,1,0,8,9,12.55,1,1,98,0,0,0,0.092413705,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8486,35,2,0,22,3,10.25,1,0,-1,0,0,1,0.126895212,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3092,46,2,0,17,11,4.8,1,0,-1,1,0,1,0.079303833,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
