Id,age,education,device,day,month,time_spent,banner_views,banner_views_old,days_elapsed_old,X1,X2,X3,X4,marital_divorced,marital_married,marital_single,outcome_old_failure,outcome_old_na,outcome_old_other,outcome_old_success,job_entrepreneur,job_freelance,job_housekeeper,job_industrial_worker,job_manager,job_retired,job_salesman,job_student,job_teacher,job_technology,job_unemployed
3132,28,1.0,1,22,10,7.35,1,0,-1,0,0,0,0.0941477675085795,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3144,57,1.0,0,21,7,15.6,3,0,-1,1,0,1,0.064650554718283,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4967,35,1.0,0,9,7,15.35,1,0,-1,0,0,0,0.0783959471973562,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
727,33,1.0,0,25,5,9.6,2,2,365,0,0,1,0.074183356635738,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3155,45,0.0,0,15,5,0.3,5,1,365,0,0,1,0.0738565177128538,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3094,50,1.0,1,5,11,7.95,1,0,-1,1,0,0,0.0749550596481034,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
970,27,2.0,0.0,29,5,38.95,3,0,-1,0,0,1,0.1904290668748751,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4468,37,2.0,0.0,21,5,8.95,2,0,-1,0,0,1,0.0828809035280446,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8921,32,1.0,1,29,8,5.3,2,0,-1,0,0,0,0.0835073447969059,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7236,55,0.0,0,14,5,42.2,2,1,360,0,0,0,0.1470684364389083,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1022,71,2.0,0,24,8,3.15,3,2,200,0,0,0,0.0968714251992809,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6612,33,1.0,0,6,2,42.5,2,0,-1,0,0,0,0.0791313347738456,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2142,48,1.0,0,19,8,29.85,7,0,-1,0,0,0,0.0929039638298258,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2063,38,1.0,0.0,17,6,34.75,5,0,-1,0,0,0,0.0812103934777477,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3039,28,1.0,0,14,7,10.8,4,0,-1,1,0,1,0.0728669220852323,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3257,47,1.0,0,15,4,8.35,1,0,-1,0,1,1,0.0759083398398489,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1805,30,1.0,0,21,11,27.8,4,0,-1,0,0,1,0.1132678444973035,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2353,30,2.0,0.0,4,6,71.95,6,0,-1,1,0,1,0.0777331904926188,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7908,42,1.0,0.0,14,5,22.9,2,0,-1,0,0,1,0.0849054890781326,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
412,44,2.0,1,12,8,9.55,1,2,182,0,0,0,0.0890636064859368,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3028,45,1.0,0,6,8,19.8,2,0,-1,0,0,0,0.0812013146187787,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
841,52,1.0,0,8,7,28.7,2,0,-1,0,1,0,0.0728033700724492,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8323,27,1.0,0.0,19,5,10.35,2,0,-1,0,0,1,0.1070851415394113,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2169,59,1.0,0.0,14,5,55.75,2,0,-1,1,0,1,0.0866123145643055,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6926,34,2.0,0,15,6,21.55,1,1,56,0,0,1,0.0867757340257476,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3298,52,2.0,0,20,11,3.35,2,0,-1,1,0,1,0.0785956820946743,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
417,32,2.0,0,26,8,47.4,6,0,-1,0,0,1,0.0958273564178454,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8365,32,2.0,0,21,8,38.9,6,0,-1,0,0,0,0.0732209975850235,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5038,50,0.0,1,5,4,22.3,1,0,-1,0,0,0,0.0735478365079076,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1418,42,0.0,0,2,2,27.3,2,0,-1,0,0,0,0.0793219908121947,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1316,39,1.0,1,12,5,12.3,4,0,-1,0,0,0,0.0728033700724492,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8205,53,1.0,0.0,15,5,14.25,2,0,-1,0,0,1,0.0834982659379369,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5596,30,2.0,0,18,3,11.1,2,2,294,0,0,1,0.1462422602727289,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4134,38,2.0,0,4,6,17.1,1,0,-1,0,0,0,0.1206035625442594,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6011,32,2.0,0,26,5,9.9,2,2,98,0,0,0,0.0756359740707787,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7525,26,1.0,0.0,9,5,13.6,2,0,-1,0,0,1,0.0732300764439925,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4286,55,0.0,0.0,18,6,2.85,1,0,-1,0,0,0,0.0797123817478619,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2404,37,2.0,1,23,2,17.85,1,6,176,0,0,0,0.1419842754162656,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6704,40,1.0,0,13,5,23.35,3,0,-1,0,0,1,0.0735932308027527,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1829,26,1.0,0.0,12,5,8.55,2,0,-1,0,0,1,0.0736749405334737,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2930,33,2.0,0.0,28,5,12.9,1,0,-1,0,0,1,0.0718682475986418,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1990,31,1.0,1,12,5,11.1,3,0,-1,0,0,1,0.068490912062172,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4516,32,2.0,0,30,6,15.45,2,0,-1,0,0,0,0.1097634049352677,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3743,41,2.0,0,22,7,91.15,2,0,-1,0,0,0,0.0741198046229549,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6586,32,1.0,0,12,8,32.9,2,1,463,0,0,1,0.0771975378134476,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5821,49,1.0,0.0,6,5,4.1,2,0,-1,0,0,0,0.0729395529569843,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3195,34,1.0,0,3,2,7.0,2,0,-1,1,0,0,0.0779147676719989,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
821,35,2.0,0,7,5,10.8,2,4,88,0,0,0,0.0733662593285276,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
314,35,1.0,0.0,20,5,1.85,3,0,-1,0,0,1,0.0745283532765602,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1018,32,2.0,0,5,2,27.0,4,0,-1,0,0,0,0.0728033700724492,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6382,38,2.0,0.0,29,5,67.65,2,0,-1,0,0,1,0.1154013763550197,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4158,32,1.0,0,23,2,21.1,1,0,-1,1,0,0,0.0757449203784068,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8833,35,1.0,0.0,23,5,1.6,3,0,-1,0,0,1,0.0931218564450819,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4104,52,1.0,0,29,10,20.65,3,0,-1,0,0,0,0.0930492255733299,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6433,49,2.0,0.0,15,5,6.8,4,0,-1,0,0,1,0.1076661885134276,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4250,25,2.0,0,16,4,51.2,1,0,-1,1,0,1,0.0728306066493563,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
489,58,1.0,0,10,7,1.9,2,0,-1,1,0,0,0.0767889891598423,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7275,44,1.0,0,30,4,9.1,2,0,-1,0,0,0,0.0785230512229223,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2129,48,1.0,0.0,6,6,14.85,1,0,-1,0,0,0,0.0777513482105569,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6198,45,1.0,0,18,5,30.4,1,2,355,1,0,1,0.0695622174205145,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4100,45,0.0,0,18,8,1.2,14,0,-1,0,0,0,0.0744829589817151,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7775,46,1.0,0,22,5,5.25,3,1,379,0,0,1,0.0853412743086449,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7953,42,2.0,0,25,8,0.25,19,0,-1,0,0,0,0.0853775897445209,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6211,52,1.0,0,31,7,10.1,4,0,-1,0,0,1,0.0788680478637444,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4004,29,2.0,0,3,12,13.2,1,1,230,0,0,0,0.0729758683928603,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1421,58,1.0,0,28,1,4.95,1,0,-1,0,0,0,0.0744194069689321,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6592,25,1.0,0,23,7,37.2,1,0,-1,0,0,1,0.0930310678553919,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
384,59,0.0,0.0,5,6,4.2,1,0,-1,0,0,0,0.0773427995569516,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8917,45,1.0,0,14,7,7.2,4,0,-1,1,0,1,0.0741107257639859,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1139,52,2.0,0,16,7,18.35,1,3,228,0,0,0,0.0955549906487752,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
301,54,0.0,0,17,4,4.45,2,0,-1,0,0,1,0.0785230512229223,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1797,35,2.0,0,20,4,0.45,7,0,-1,0,0,1,0.0757903146732518,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,31,1.0,0.0,9,5,26.4,1,0,-1,0,0,1,0.0755905797759337,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1370,28,1.0,0.0,28,5,24.85,1,0,-1,0,0,1,0.0754543968913986,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8245,28,1.0,0,15,5,23.75,1,1,88,0,0,1,0.0791858079276596,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4144,38,1.0,0,28,1,3.2,1,2,239,0,0,0,0.0734116536233726,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3229,30,2.0,0,12,8,28.4,4,0,-1,0,0,0,0.0734116536233726,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7250,31,1.0,0,22,6,5.25,1,0,-1,0,0,0,0.0787954169919924,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
911,44,1.0,0,28,7,22.65,2,0,-1,0,0,1,0.0728033700724492,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8763,34,1.0,0,13,4,8.8,1,2,327,0,0,1,0.0864125796669874,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3969,63,1.0,0,2,9,11.15,2,0,-1,0,0,0,0.1159461078931599,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7681,34,0.0,0.0,23,5,9.1,1,0,-1,0,0,1,0.0954097289052711,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3323,29,1.0,0,16,7,48.9,1,0,-1,0,0,1,0.098859695313493,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8215,30,1.0,0,18,5,0.3,6,1,368,0,0,1,0.0739563851615129,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6156,26,1.0,0,12,2,10.4,1,0,-1,0,0,0,0.0785412089408603,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6396,35,2.0,0.0,5,6,2.15,1,0,-1,0,0,1,0.0891453162166578,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7442,59,2.0,0,10,8,12.1,1,2,185,0,0,0,0.1040709603617017,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5450,51,0.0,0,6,8,73.05,7,0,-1,0,0,0,0.1372451110344452,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
584,32,2.0,0.0,19,5,43.8,3,0,-1,1,0,1,0.0756359740707787,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3220,49,1.0,0,9,7,30.75,1,0,-1,1,0,0,0.0728033700724492,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4415,37,1.0,0,18,5,44.45,3,0,-1,0,0,1,0.0770250394930365,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3496,50,1.0,0,30,1,5.15,1,0,-1,0,0,1,0.0793129119532257,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1024,47,1.0,0,15,5,11.3,4,7,262,0,0,1,0.0743921703920251,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8615,30,2.0,0.0,28,5,13.9,3,0,-1,0,0,1,0.1208123763005465,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
526,36,1.0,0,7,7,13.45,11,0,-1,0,0,1,0.0700070815099958,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5432,40,0.0,0.0,19,6,6.65,1,0,-1,0,0,0,0.0921594973943674,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1982,70,1.0,1,14,5,16.4,3,2,185,0,0,0,0.0833711619123708,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3624,44,1.0,0.0,16,5,7.45,1,0,-1,1,0,1,0.0728033700724492,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
938,31,2.0,0,4,2,9.15,2,0,-1,0,0,0,0.0743286183792421,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3526,62,1.0,0,13,10,44.3,1,2,57,0,0,0,0.0863762642311114,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
812,22,1.0,0,8,7,7.15,1,0,-1,0,0,0,0.0744829589817151,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5650,26,2.0,0,18,9,44.0,5,0,-1,0,0,0,0.0877471719354311,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3398,22,1.0,0,21,8,5.3,1,0,-1,0,0,0,0.0741107257639859,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2121,58,1.0,0,26,5,53.4,1,7,97,0,0,0,0.1036624117080965,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2599,32,0.0,0.0,8,5,26.55,3,0,-1,0,0,1,0.0783505529025112,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8379,31,0.0,0,20,11,45.05,4,0,-1,1,0,0,0.0708786519710202,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8027,27,1.0,0,6,5,41.35,1,0,-1,0,0,1,0.0728033700724492,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1193,86,0.0,1,26,8,8.95,1,0,-1,0,0,0,0.0728033700724492,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5417,44,1.0,0,12,5,9.15,1,0,-1,0,0,0,0.0784141049152942,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
